,0,1,2,3,4,5,6,7,8,9
61,-0.55053514,-0.592897,0.86667615,-0.20924555,-0.7125733,1.3531885,-0.3741826,-2.3732896,1.452098,0.75181955
62,0.17942937,0.11843409,-0.45008314,-0.39834037,-0.34229273,-3.1290267,0.10488219,-0.2246954,1.6075174,0.6554534
63,-0.11659545,-0.71468526,1.4768609,-0.15768167,-1.175152,0.42817736,0.60015845,0.09667761,0.24299055,-0.96543676
64,0.6102505,-0.3821791,1.248594,-1.8190626,-1.0609825,1.0043027,-0.42361137,-0.14652452,0.8935716,0.20791288
65,0.30565393,-0.84572005,0.76069844,-1.3354689,-0.2643401,1.151372,0.2084498,0.6848694,0.8223449,0.4119742
66,-0.41318557,-0.56319743,0.6266666,-2.4463286,-0.34051475,0.71320724,-0.460464,0.032542247,1.6321285,0.09949463
67,0.060042657,0.26064354,0.4172423,-1.5456135,-0.5895301,-1.7955974,-0.89585793,0.9182133,1.8806814,0.98064536
68,0.051451784,-0.3216208,1.1419343,-1.8580502,0.18830523,-0.69567686,0.110593006,1.3911251,0.7216418,0.45817405
69,1.0790917,-1.7789192,0.42997393,-2.8494403,-0.81853193,-0.20825204,-0.57727575,-0.06355338,1.770454,-1.8384197
70,-1.6341006,0.021568624,0.6892048,-2.5918033,-1.6430773,-2.4552019,1.6685213,-0.18579963,3.1805131,1.5915898
71,2.1036687,-0.047258485,-0.5768601,-1.639547,1.0434576,-1.6573286,-1.4357288,1.2373153,0.50433725,-0.65544766
72,0.035241615,-1.3302947,2.02292,-0.31819728,-0.6707828,3.1250842,-0.951325,-2.0810692,1.5500472,0.63608646
73,0.83896255,-0.3563911,0.008497799,2.737401,-0.1643356,-1.5538495,-0.5828624,-0.19176193,0.27248177,0.26716757
74,-0.3407205,-1.0436429,2.6183228,-0.41818896,-0.7382231,4.9130144,-0.6391426,-2.4576292,0.47849172,1.7387428
75,-0.648644,-0.5650048,0.3061754,0.035418313,-0.13267554,-1.9902467,0.55681777,0.20008244,1.3779026,-0.94593793
76,1.6438602,-0.6428996,-0.5205029,0.77584606,0.4211112,0.08655388,-1.3604192,0.22719938,0.82346326,0.66601807
77,1.2324916,-0.94164085,0.4111974,-0.6575997,-0.22452325,-2.6764371,0.71957976,1.938777,1.2165909,1.1596537
78,0.2524646,-0.95473146,-0.52644795,-3.7407906,-0.21833266,0.91555613,0.26451394,-0.027598305,2.6674502,1.0579696
79,0.20953155,-0.5854338,-0.59313023,0.24952328,-0.14364365,0.6400935,-0.07441453,-0.7972831,1.2002623,1.0727799
80,0.48768762,-0.46197206,0.49092045,-0.67816186,0.2321561,-2.8264918,0.14109609,1.8398645,1.2453771,1.5040206
81,1.456434,-0.40859115,0.06919755,-1.116524,0.10832176,-0.30324247,-0.43873623,0.92187357,0.52678615,0.88767666
82,-0.51888245,-0.30392104,0.75311613,-2.323159,-1.0324229,1.1433942,0.2849776,-1.7007668,0.7658846,0.46466473
83,-0.435092,-1.0852005,2.0928757,-0.099229045,-1.3374852,4.019363,-0.545891,-2.064168,0.34470668,0.59035873
84,-0.34464082,-1.615822,0.6535201,-3.124194,-2.176288,0.34301007,0.7835797,-1.1296849,2.5196803,-0.115804836
85,0.025513306,-1.6439563,1.0919979,-1.1640617,0.0051639294,1.1503447,0.42992446,-0.13090727,0.9579093,0.27792934
86,0.25449592,-0.23190281,0.66167057,0.6199606,-0.52864605,-0.07243695,-0.15934886,0.054078244,0.014693303,-0.62334204
87,-2.0035875,-0.71783674,2.827527,0.23733723,-1.994667,0.460559,-0.055382498,-1.6522162,1.4972409,-0.29530996
88,-0.5752219,-0.8146789,2.0998843,-2.078253,-1.5326222,1.0794106,0.54029024,-0.7917529,0.62018013,0.31677347
89,0.72243166,0.37266907,-0.6952977,0.4201643,-0.19337551,-1.5783337,-0.6852803,0.29835466,0.85545665,0.56324375
90,-0.49360174,-0.46568927,0.6451223,-0.85136724,-1.4754169,-2.1867194,0.6402579,-0.9238632,0.9718384,-0.9414834
91,0.23469748,-0.5175084,0.03177553,-1.6287374,0.07664804,-0.9506354,-0.017155776,1.2262638,1.3803474,0.48047206
92,-1.2824253,-0.8580035,1.4729899,-2.685743,-0.96414256,-0.4444429,0.15829858,-0.41086218,2.3890145,0.102901965
93,1.0988337,-0.13062246,-0.72574914,-0.36152157,0.1721471,-0.77810425,-0.15984434,0.17037551,0.26363766,-0.17323075
94,0.76858777,-0.6319085,0.6898409,-3.0585542,-1.7415266,-0.7019803,1.1961514,1.0910957,2.1666718,0.38734734
95,0.566664,-1.4331765,1.759541,1.004254,-0.34758216,2.5318499,-0.5859193,-0.4330236,0.21636732,0.7323658
96,2.6706848,-0.7631465,-1.636512,1.1059799,-0.5723656,-0.39831093,-1.9773778,-0.98466516,1.040427,-0.8024564
97,0.6053824,-0.9601582,0.95381135,0.6744522,-1.9454978,1.0270984,-0.7267599,-2.020427,1.1600581,-0.37384376
98,0.16312888,-1.0318632,1.5806406,-1.4169209,-0.055732198,0.25643757,-0.08764723,1.4241245,0.68152386,0.66521186
99,0.3927679,-0.31494504,-0.94566166,1.2770128,0.752692,-0.7670902,-1.5425718,-1.171266,0.82025933,0.85070455
100,-0.20563793,-0.8231455,1.6574247,-0.6688693,-0.47551742,2.5930219,-0.44770664,-0.53079164,0.7498671,0.21373086
101,-0.093856074,-0.09627466,0.46500555,-0.941999,-0.91692185,-2.4290667,0.32915556,0.33249098,1.2575004,-1.1180544
102,0.11171181,-0.58971703,1.0358893,-0.83317125,-0.3954835,-0.08479672,-0.9576492,0.5707589,0.6666097,-1.1115757
103,-0.401873,-0.26755217,0.35001624,-0.06270931,-0.13741209,-0.70531654,0.31222734,-0.82926214,0.5297908,0.60710406
104,-0.4884626,0.31136847,-0.20222865,2.629202,0.027285645,-2.5379584,-0.11654808,-0.8539142,1.300091,0.9368655
105,1.6246747,-0.6784828,-0.23827606,0.7559939,0.78895205,0.18100789,-1.1477334,0.85540617,0.29506025,0.028475044
106,-0.9784061,-0.9755525,0.7584681,-2.0437121,-1.1336226,0.054281864,-0.21762736,-1.058722,1.8906225,-0.21319017
107,-0.300813,-0.2553509,0.046687696,1.099155,-0.067373335,-0.6892838,-0.16620614,-1.9706293,1.5363464,0.6516102
108,1.5346107,0.06952244,0.03121441,-3.5616329,-0.7567303,-2.5263586,-0.014625702,1.3476208,1.7881838,0.5554413
109,0.30968738,-0.6234402,0.15626642,-0.84626335,-0.56269425,-1.0535077,0.70540243,-0.16418034,0.78406334,0.27603212
110,1.370265,-0.3323012,-0.58572006,-1.5191245,0.5169956,-1.9280313,-1.3449717,1.2738504,1.7221652,-0.14242798
111,1.4024444,-0.12973881,-1.0560279,-3.5204623,0.9669,-0.0010141059,-0.24230723,1.432134,1.6706604,1.0005257
112,-1.3505828,-1.2241255,1.970195,-0.19196355,-0.82000303,1.5873661,-0.0072599514,-2.069689,1.1119244,-0.08771659
113,-0.01622114,-0.80169624,-1.1173922,-2.6173897,0.03551219,-1.1282607,-0.72102374,-0.13537931,1.8902897,0.03419968
114,-1.5743303,-0.20158283,-0.95158404,0.70694816,1.9383225,-3.4231067,1.2977535,1.1026464,2.0025403,3.629177
115,-0.0806511,0.22614823,0.7918531,-1.3594062,-0.22935747,-1.4738351,0.26092458,1.5217124,1.7182428,0.37125278
116,-0.9569591,-1.3834591,0.12682281,-2.1903057,0.37837356,0.39202812,0.8144013,-0.6701569,2.7427604,2.898185
117,0.2019925,-0.86032176,2.023562,-4.597741,-1.718251,1.7253629,-0.14471257,-0.7596468,2.3709023,-0.4134006
118,-0.505064,-0.45654055,0.6150357,0.035222035,-0.15834665,-0.9000409,-0.14153834,-0.22084455,0.32535958,0.25696847
119,0.38750565,-2.0017734,-0.95644146,0.0074987775,0.41801822,0.4657374,-0.4851015,-0.4221634,1.5053595,-0.5480982
120,0.7823502,-0.63262206,-0.017307615,0.70544904,0.5629319,-0.82158184,-0.036872208,0.32613453,1.09255,1.5157789
121,-0.6940437,-0.88507974,-0.464476,-1.5728414,-0.93024343,-0.76123935,-0.039056327,-0.56564814,2.6656759,-0.69151735
122,0.6860015,0.056045752,-0.1646893,0.33011225,-0.22899917,-0.5590349,-0.2094803,-1.0857059,0.7279873,1.134151
123,-1.6676378,-1.0259016,0.8649042,-1.2897952,-1.2603605,1.0180765,1.3162881,-3.0163317,1.806635,1.5977478
124,0.7183353,-0.89041835,0.3591707,-0.064837806,0.68125933,1.0229715,-1.1575254,-0.61133254,0.65697914,0.9130529
125,0.2738412,0.4802018,1.0457712,-0.32036057,-0.032293797,-0.2034987,0.11819498,1.2274243,0.51704305,1.7401137
126,0.73339915,-0.67190105,0.65587467,-2.2960827,-0.3593953,0.24448441,-0.011214488,1.1849035,0.18486606,-0.32430938
127,1.2676704,-0.6806852,-1.0537714,-1.5303214,-0.92672735,0.1931265,0.2590988,-1.351542,1.6029841,-0.61273223
128,-1.070046,-0.29890555,1.9454689,-0.55815893,-1.450672,0.9589567,-0.5914793,-1.5162051,1.4570781,0.4043877
129,-0.049591944,-1.0771244,1.1791079,-0.09783968,0.23278822,0.3822,-0.7336892,0.17424764,0.8698695,-0.2720735
130,0.51293856,-0.22948742,-0.02602196,-1.1698201,0.46687874,-2.3187664,-0.67795116,0.6013162,1.7872257,0.69203204
131,0.5604001,-0.10929213,-0.31458187,0.7377514,0.6201718,-3.2291074,0.18826823,1.2448947,1.1911888,0.5655145
132,-1.101744,-0.107811786,1.9317749,2.0929666,0.058209345,0.16555272,-0.011418913,-1.0082294,0.3006961,0.79619294
133,-1.3252175,-0.80586725,1.1178972,-0.8058974,-1.1497302,0.48559532,0.103019886,-0.67543215,1.2808766,-0.45075285
134,-1.5829732,0.18137015,-0.73479855,0.85527396,-1.0618244,-4.358595,0.8687259,-1.1319926,1.5720876,0.54190725
135,-0.48205137,-0.45223922,0.7312033,-0.0551869,0.3623145,2.3522403,-0.47391516,-1.179195,0.12734549,1.1730285
136,-0.33574772,0.76614535,-0.70098823,2.6112566,0.4946628,-3.1717274,-0.11910258,-0.5628374,0.27556118,0.6065102
137,-0.8822746,-0.39637727,0.13031958,-0.34580588,0.60322547,0.6790801,-0.26033783,-1.3758762,1.0696638,1.6609612
138,0.24482405,-0.89488614,0.56537205,-0.5833984,-0.26018667,0.33450392,-0.34118563,0.34073216,1.1593103,0.37265652
139,-0.05041572,-0.99130917,0.1777755,0.97884065,-0.115190834,0.45226413,-0.34066346,-0.84828234,1.447529,0.99780524
140,-0.95154124,-1.216736,1.6632215,-1.0609562,-1.768835,-0.7212986,0.7314651,-0.219319,2.527336,1.0881642
141,0.6070355,-0.099579014,-0.78568023,-0.8484263,1.0633781,0.7697541,-0.3622849,-1.5251051,1.6730977,1.9643406
142,0.052494723,0.018173382,-1.0690228,0.7583212,0.91205317,-2.3403406,0.17711255,0.88849604,0.9674418,0.99254787
143,-1.4334589,-0.18458836,0.9079964,-1.7273238,-2.247105,0.01054781,0.5812212,-2.5556054,1.8476351,-0.16667424
144,1.9742357,-1.3826622,-0.3431543,-0.2506185,0.67301804,0.5147623,-1.2397838,1.1285906,1.1661721,0.026124643
145,1.6995752,-0.4884653,-0.5663857,1.0888591,1.4061502,-1.8086349,-1.6615227,1.3425064,0.8086369,-0.74036145
146,-0.42888403,0.206092,1.2870336,1.2594594,-1.3683491,-2.2777255,0.2672166,0.5780804,0.81254756,0.22299674
147,-0.24232207,-0.17340012,2.6690588,-2.6945183,-1.2408464,-0.072959855,0.86280143,1.3171207,0.39425611,0.08082206
148,0.36357978,-1.7383245,0.9389938,0.87927705,-0.67063576,-1.2984042,0.991033,0.06786932,0.6687571,-0.25408912
149,-0.5466222,-1.1379437,2.6201084,-1.5828062,-2.16324,2.0933769,0.26862672,-1.8940634,1.622907,0.25864217
150,1.9952015,-0.873667,0.011979516,-3.4118502,-0.78585356,-0.1495403,-0.59709805,1.4737016,0.57858527,-1.1983404
151,1.6006248,-0.617774,1.3941779,0.46878067,-0.8166273,0.38873625,-0.20887764,0.30586705,-0.118872344,-0.07953236
152,2.9593656,-0.81523615,-1.0223509,-0.7873564,0.17353532,-0.325399,-1.858361,1.5441815,0.7467944,-1.8724927
153,-0.6101668,0.4436403,0.9331507,0.8516848,-0.60620373,-0.34982806,0.23887698,0.083498776,0.24525964,0.71491677
154,2.3791208,-0.49928147,-0.82176596,-2.4649777,-0.8760731,-2.1977413,-0.18150438,1.0752566,0.67352444,-2.0531883
155,-1.3068695,-0.9431318,0.8637723,-0.622199,-1.4644817,-0.38797978,-0.5397543,-2.6170356,2.9179597,0.68014693
156,-0.45137215,0.89803153,0.6513577,1.4394771,-0.75202256,-2.1372857,0.6234948,0.2738762,0.31907836,0.81111586
157,0.28332913,-0.18226485,0.6166934,-1.9586966,-0.70111257,-1.1740556,-0.10559218,0.41422564,1.1707491,-0.13157415
158,0.07131981,0.0051311688,0.95004576,-0.548284,-0.6370934,-2.0201342,0.3111585,2.1651425,0.95464176,0.9988629
159,-1.6572534,-0.38221675,0.5479128,0.66290927,-1.6127903,-0.8790738,1.5404246,-1.5804812,2.4614727,1.7735871
160,1.9073274,-0.94695693,-0.74217993,-1.4452891,0.801236,0.011995841,-1.5102154,0.5764545,1.5411155,-0.81238174
161,0.76681,-0.5804605,-0.045445915,-0.8905291,0.2967833,-0.1533696,-0.3488654,-1.641903,2.0966136,0.6232048
162,-0.7646767,-0.66600513,0.2633923,0.19623123,0.2266149,-0.83762485,-0.23936005,-0.38422522,1.5603894,0.8710854
163,-0.2945073,-1.2107426,0.07065785,-0.3303375,-0.40207464,-2.0440505,1.3595872,-0.41523993,1.5494512,1.4019245
164,1.6158193,-1.0559964,-0.4431789,-0.9131389,1.0101395,-0.23206533,-0.83805186,1.0252004,0.6985244,-0.19037578
165,-0.36341938,-0.18286902,0.3095718,0.5358264,-0.22444107,-0.5859854,-0.23908684,-0.8235909,0.8367869,-0.27278918
166,0.38243365,-0.784657,1.2021813,-1.6380187,0.36520833,0.3454117,0.31415614,0.5842044,1.1952299,0.75131977
167,-1.0753791,-0.1745099,2.1436245,-0.75565803,-1.6492499,-0.38680646,0.3292464,-1.0597587,2.4026444,0.087869205
168,-0.23230529,-0.19624656,-0.18855317,-0.32899502,-0.2125859,-1.2520232,0.067826994,-1.0089151,1.1585722,0.3234103
169,0.08445199,-0.15771426,0.10281147,-0.060479876,-1.5364262,-0.6498133,-1.0789719,-1.0952681,2.1881514,0.115466274
170,0.43081388,0.010076201,-0.48517752,2.3863947,-0.44933495,-1.3625224,-0.74291515,-0.68615025,0.051270492,0.10470266
171,1.0675554,-0.834159,0.6473699,0.5436098,-0.25761473,0.92141604,-1.4837589,0.6066232,1.4185055,0.5069988
172,0.7123288,-1.0203222,-0.30316627,-0.41830853,0.19264148,-0.68895215,0.0017672537,1.2286476,1.7483426,1.6088357
173,0.7484916,0.070234306,-0.24574482,-1.5513262,0.2766317,-1.2064012,-0.12574701,0.55703646,1.5518727,0.09575582
174,2.5846086,-0.64787644,-0.30250132,-0.3236634,0.6467159,0.69444674,-1.4349787,0.8883025,1.2019963,3.0505984
175,0.607554,-0.25426468,-0.016534515,1.8516346,0.6649809,-0.11991628,-0.7625899,-0.4954949,-0.081921704,1.0837841
176,1.5537534,-1.0416745,-0.08974815,-0.10985923,-0.02023441,-0.6432605,0.10510463,0.4581003,1.5920228,2.0103633
177,0.46813336,-0.57371145,0.084007114,0.089987144,-0.19915952,0.6015953,-0.74500704,-0.224824,1.4238627,0.33526778
178,-0.32893813,-0.7905196,0.38980028,-1.094453,-0.43959856,-1.244407,0.7547245,0.1218667,1.3292258,0.79877275
179,1.1763195,-1.9673264,1.9867178,0.86624014,-1.3154031,1.9789684,-0.021701917,-1.2254151,0.69892615,-0.94985014
180,-0.6449225,-1.3553896,1.0303549,-2.6642125,-1.4308327,-0.2769725,0.1799927,-1.344395,1.5693519,-0.16495296
181,-0.62391186,-0.046703238,1.8156092,-0.8479045,-0.3390701,-1.4239762,0.7818566,0.8871456,1.9669788,2.21483
182,1.4570248,-0.042689547,-1.7596056,1.4858932,2.141657,-1.9174825,-1.3654417,1.6849918,0.5207624,0.8983301
183,-1.3450989,-0.49700385,0.87888765,-2.0058143,-0.32944247,-1.2279239,0.60405695,-1.6201724,2.5885801,0.99189484
184,1.5365446,-0.88829464,-1.0740358,-2.0665839,1.3526092,1.0467057,-0.5562014,0.46821368,0.37206316,1.1576611
185,-0.86369103,-0.35933667,0.46961817,-0.1286286,-0.6111248,0.7632816,-0.6574472,-2.0226004,1.0413058,-0.47191045
186,-0.3841169,-1.3209463,2.021935,0.93390447,-0.76969725,1.8625863,-0.32571465,-1.1144459,0.28856525,-0.7789543
187,-0.3482933,-0.9655073,0.94244546,-0.9212515,-0.40196204,1.5483646,0.36684817,-1.2428629,1.7547516,1.3014549
188,-1.2489156,-1.4971951,2.7145119,-2.6948762,-1.0482798,-0.025055185,0.1129201,1.2394152,2.9372747,-0.19518615
189,0.5730894,-0.9589545,2.0579996,0.82171535,-1.081579,-1.3872633,0.041693047,1.5494132,1.1958287,-0.62379485
190,1.0245626,-0.47340372,0.37479687,-2.8284883,-0.680394,-1.8214419,-0.07036817,1.7748971,1.2460203,-0.008050754
191,-0.07194094,-0.4992658,1.2846893,-4.068941,-0.4183304,1.5723355,-0.5735238,-0.5015554,1.1488389,0.41920486
192,0.7783026,0.21658894,-0.9944132,1.9673692,0.884849,-2.6408305,-0.94974166,0.7781734,0.544017,0.31627446
193,0.39316535,-0.46043152,0.40102145,-0.24738851,0.2904489,1.4288068,-0.9321799,-0.15644628,0.73634344,0.15563056
194,0.5722656,0.2910765,-0.41772527,1.0270262,0.43928143,-1.398047,-1.0016489,-0.5934652,0.85074,0.1644573
195,-1.9811552,-0.48540735,-0.006096709,1.7794099,0.417386,-0.36547512,-0.874975,-2.1956224,2.45269,2.0040073
196,-0.11565722,-0.48920023,0.8883259,-0.6885306,-0.24698482,-0.011823894,-0.13921595,0.38476104,0.94849396,-0.087030105
197,1.3592569,-0.7108,-0.9559495,-1.3384129,1.1973798,-0.957297,-1.070377,0.66243625,0.6492085,-0.24684
198,0.3516433,-0.16798237,-0.14292689,-0.31511796,-0.7242193,-0.33473358,-0.5718951,-0.1628591,1.7006981,-1.0765716
199,-1.2322595,-0.21256906,0.43665186,-0.35210556,-1.1065782,-1.3971717,-0.0022986694,-1.5935254,1.5392631,-0.2183062
200,-0.03730994,-0.9703035,2.4556303,0.33535182,-2.0342119,1.7450886,0.5341314,-0.5477462,1.9137843,0.812437
201,-0.30224127,-0.9312118,1.4054668,-1.9295388,-1.9327688,1.1298847,0.81942475,-2.6094544,1.9897444,0.62435824
202,0.9865545,-0.47255838,0.7019838,-2.1532986,-0.35624394,0.60781056,-0.59016955,0.37283036,1.0115638,-0.29036048
203,-0.5450353,-0.062402967,0.08907156,0.8430678,-0.04210773,-0.07660656,0.17276913,-1.2605054,0.8364719,1.638778
204,-0.33813858,-0.39159113,1.987607,-1.7454429,-0.7235029,0.21052562,0.013880882,1.1120143,2.2121785,0.77585435
205,-2.7841237,0.021260502,2.885467,-1.7651709,-2.3677542,-0.46883318,1.0684826,-1.528013,2.5648994,1.1287134
206,-0.6593317,-0.084245555,0.4228014,1.268249,0.40266967,-0.9442689,0.15145516,0.3524042,1.5030178,2.0007637
207,-0.72484034,0.02338882,-1.238224,-0.07039017,0.007838009,-2.210929,0.6405953,-0.4664646,2.3092039,1.679264
208,-0.7172964,-0.52958727,2.1350856,0.13882074,-0.7408953,-2.0993514,0.40064162,-0.1777465,0.94830453,0.7566148
209,0.24444401,-1.6118727,-1.7430571,0.39218011,1.5396906,-1.7323424,-0.4436783,0.8511945,2.0602305,0.30062497
